"","id","statistic","p.value","r.squared","adj.r.squared","sigma","df","logLik","AIC","BIC","deviance","df.residual","nobs","term","estimate","std.error"
"132","28",8846.32112522185,0,0.987927751164672,0.987816074487194,0.0764174619531344,10,1264.17311251967,-2504.34622503935,-2444.39703116369,6.3126383991588,1081,1092,NA,NA,NA
"133","29",-6.68525756321607,6.12929183277044e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)1",-0.127295841814728,0.0190412771102703
"134","29",-2.38810809644508,0.0173026038432468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)3",-0.000674116680922325,0.000282280639609995
"135","29",-1.55173673472884,0.121352913842866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)10",-3.60029560119252e-18,2.32017166354038e-18
"136","29",-0.877710581042354,0.380519002594321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)8",-3.59550652232333e-13,4.09646026831916e-13
"137","29",-0.687437836275588,0.492123074912069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)5",-2.38735691386986e-07,3.47283316089222e-07
"138","29",0.0703619671795055,0.943933471282129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)6",4.14258925257931e-10,5.88754041229525e-09
"139","29",0.444774778883392,0.656673463322363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)7",2.79384390760932e-11,6.28148006643559e-11
"140","29",1.24292228273449,0.214474389265775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)9",1.8532687290749e-15,1.49105761061554e-15
"141","29",1.43821825532145,0.150992773709109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)4",1.83998635675234e-05,1.27935127366402e-05
"142","29",3.6994895449504,0.000239795523466025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)2",0.012633513461376,0.00341493422480947
